web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image
"1613204826-982","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","9.004,39 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-gtx-1660-ti-6gb-win-10-home-black-3yr-cis/","https://3.grgs.ro/images/products/1/4273/2136050/thumbnails/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg, https://5.grgs.ro/images/products/1/4273/2136050/normal/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg 2x"
"1613204862-1369","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Acer 15.6'' Aspire 5 A515-51G, FHD, Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), 4GB DDR4, 1TB, GeForce MX150 2GB, Linux, Steel Gray","2.799,99 RON","Nu este in stoc","16","https://www.pcgarage.ro/notebook-laptop/pagina16/filtre/placa-video-placa-video-dedicata/","Laptop Acer 15.6'' Aspire 5 A515-51G, FHD, Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), 4GB DDR4, 1TB, GeForce MX150 2GB, Linux, Steel Gray","https://www.pcgarage.ro/notebook-laptop/acer/156-aspire-5-a515-51g-fhd-procesor-intel-core-i5-7200u-3m-cache-up-to-310-ghz-4gb-ddr4-1tb-geforce-mx150-2gb-linux-steel-gray/","https://3.grgs.ro/images/products/1/1505170/1516890/thumbnails/mwl_i5_7-6ac44cd4d20386042b661b84818ad751.jpg, https://5.grgs.ro/images/products/1/1505170/1516890/normal/mwl_i5_7-6ac44cd4d20386042b661b84818ad751.jpg 2x"
"1613205148-4313","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05H, FHD IPS 144Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Free DOS, Phantom Black, 4-Zone RGB","5.998,99 RON","Stoc magazin suficient","5","https://www.pcgarage.ro/notebook-laptop/pagina5/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05H, FHD IPS 144Hz, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.20 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, Free DOS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15arh05h-fhd-ips-144hz-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-phantom-black-4-zone-rgb/","https://1.grgs.ro/images/products/1/2045418/2139154/thumbnails/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg, https://4.grgs.ro/images/products/1/2045418/2139154/normal/gaming-156-legion-5-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-420-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black-84b27d83a27ad433dd902dd5ee425e72.jpg 2x"
"1613205079-3896","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk0036nq, FHD IPS, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1660 Ti 6GB, FreeDos, Shadow Black","6.731,81 RON","Nu este in stoc","19","https://www.pcgarage.ro/notebook-laptop/pagina19/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk0036nq, FHD IPS, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1660 Ti 6GB, FreeDos, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-dk0036nq-fhd-ips-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1660-ti-6gb-freedos-shadow-black/","https://4.grgs.ro/images/products/1/6835/1962478/thumbnails/mwl_i7_9-b798d552f4385f95db35f408bab5320c.jpg, https://3.grgs.ro/images/products/1/6835/1962478/normal/mwl_i7_9-b798d552f4385f95db35f408bab5320c.jpg 2x"
"1613204845-1180","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' GF63 Thin 10SCSR, FHD 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Black","5.099,00 RON","Nu este in stoc","18","https://www.pcgarage.ro/notebook-laptop/pagina18/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' GF63 Thin 10SCSR, FHD 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/msi/gaming-156-gf63-thin-10scsr-fhd-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-black/","https://1.grgs.ro/images/products/1/3041/2061234/thumbnails/gaming-156-gf63-thin-10scsr-fhd-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-black-df5c9503f77a725997c2ad9e1bb9679a.jpg, https://1.grgs.ro/images/products/1/3041/2061234/normal/gaming-156-gf63-thin-10scsr-fhd-120hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-black-df5c9503f77a725997c2ad9e1bb9679a.jpg 2x"
"1613205025-3328","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black, 4-Zone RGB","7.299,99 RON","Nu este in stoc","14","https://www.pcgarage.ro/notebook-laptop/pagina14/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15IMH05H, FHD 120Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, No OS, Phantom Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15imh05h-fhd-120hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-phantom-black-4-zone-rgb/","https://5.grgs.ro/images/products/1/7960/2061206/thumbnails/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg, https://1.grgs.ro/images/products/1/7960/2061206/normal/gaming-156-legion-5-15imh05h-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-phantom-blac-a73ee2f13f4847a934ded53ef7eacfab.jpg 2x"
"1613204790-519","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 17.3'' Pavilion 17-cd1029nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Shadow Black","5.598,99 RON","Stoc magazin suficient","","","Laptop HP Gaming 17.3'' Pavilion 17-cd1029nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-173-pavilion-17-cd1029nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-shadow-black/","https://5.grgs.ro/images/products/1/9507/2122986/thumbnails/gaming-173-pavilion-17-cd1024nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1650-t-421b0757297a6fc5f242d4d759e39a70.jpg, https://4.grgs.ro/images/products/1/9507/2122986/normal/gaming-173-pavilion-17-cd1024nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1650-t-421b0757297a6fc5f242d4d759e39a70.jpg 2x"
"1613204845-1176","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 17.3'' Legion Y540, FHD IPS, Procesor Intel® Core™ i7-9750HF (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","4.999,00 RON","Nu este in stoc","18","https://www.pcgarage.ro/notebook-laptop/pagina18/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 17.3'' Legion Y540, FHD IPS, Procesor Intel® Core™ i7-9750HF (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-173-legion-y540-fhd-ips-procesor-intel-core-i7-9750hf-12m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-no-os-black/","https://2.grgs.ro/images/products/1/6622/2044766/thumbnails/mwl_i7_9-3422fbaf207f6a37a98012641ce80377.jpg, https://4.grgs.ro/images/products/1/6622/2044766/normal/mwl_i7_9-3422fbaf207f6a37a98012641ce80377.jpg 2x"
"1613205025-3344","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, Win 10 Home, Black, 3Yr CIS","11.603,40 RON","Nu este in stoc","14","https://www.pcgarage.ro/notebook-laptop/pagina14/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, Win 10 Home, Black, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis/","https://5.grgs.ro/images/products/1/4273/2110874/thumbnails/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-bed307ccf8bda5ce4e29ec6ed41f7396.jpg, https://4.grgs.ro/images/products/1/4273/2110874/normal/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-bed307ccf8bda5ce4e29ec6ed41f7396.jpg 2x"
"1613204969-2688","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' Bravo 15 A4DDR, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, Radeon RX 5500M 4GB, Free DOS, Dark Grey","4.499,00 RON","Nu este in stoc","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 15.6'' Bravo 15 A4DDR, FHD 144Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 256GB SSD, Radeon RX 5500M 4GB, Free DOS, Dark Grey","https://www.pcgarage.ro/notebook-laptop/msi/gaming-156-bravo-15-a4ddr-fhd-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-radeon-rx-5500m-4gb-free-dos-dark-grey/","https://2.grgs.ro/images/products/1/3354/2085710/thumbnails/gaming-156-bravo-15-a4ddr-fhd-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-radeon-rx-5500m-4gb-free-dos-dark-grey-1f8f3318d30e310830726e9faa92a5c1.jpg, https://2.grgs.ro/images/products/1/3354/2085710/normal/gaming-156-bravo-15-a4ddr-fhd-144hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-radeon-rx-5500m-4gb-free-dos-dark-grey-1f8f3318d30e310830726e9faa92a5c1.jpg 2x"
"1613205061-3627","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","7.489,70 RON","Nu este in stoc","20","https://www.pcgarage.ro/notebook-laptop/pagina20/filtre/placa-video-placa-video-dedicata/","Laptop DELL Gaming 17.3'' G7 7700, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Win 10 Home, Black, 3Yr CIS","https://www.pcgarage.ro/notebook-laptop/dell/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-win-10-home-black-3yr-cis/","https://3.grgs.ro/images/products/1/4273/2136042/thumbnails/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg, https://1.grgs.ro/images/products/1/4273/2136042/normal/gaming-173-g7-7700-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-black-3yr-cis-a5b913a7444a57b5c1d7b222c4a624ca.jpg 2x"
"1613205164-4411","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 8-core i9 2.3GHz, 16GB DDR4, 1TB SSD, Radeon Pro 5500M 4GB, Mac OS Catalina, Silver, INT keyboard","13.998,99 RON","Stoc magazin limitat","4","https://www.pcgarage.ro/notebook-laptop/pagina4/filtre/placa-video-placa-video-dedicata/","Laptop Apple 16'' MacBook Pro 16 Retina with Touch Bar, Coffee Lake 8-core i9 2.3GHz, 16GB DDR4, 1TB SSD, Radeon Pro 5500M 4GB, Mac OS Catalina, Silver, INT keyboard","https://www.pcgarage.ro/notebook-laptop/apple/16-macbook-pro-16-retina-with-touch-bar-coffee-lake-8-core-i9-23ghz-16gb-ddr4-1tb-ssd-radeon-pro-5500m-4gb-mac-os-catalina-silver-int-keyboard/","https://3.grgs.ro/images/products/1/8486/1972890/thumbnails/mwl_i9_9-e905bc779db6998d15f516ebc5682a6a.jpg, https://3.grgs.ro/images/products/1/8486/1972890/normal/mwl_i9_9-e905bc779db6998d15f516ebc5682a6a.jpg 2x"
"1613204952-2492","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS 15.6'' X509JB, FHD, Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, No OS, Grey","2.698,99 RON","Nu este in stoc","10","https://www.pcgarage.ro/notebook-laptop/pagina10/filtre/placa-video-placa-video-dedicata/","Laptop ASUS 15.6'' X509JB, FHD, Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, No OS, Grey","https://www.pcgarage.ro/notebook-laptop/asus/156-x509jb-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-8gb-ddr4-256gb-ssd-geforce-mx110-2gb-no-os-grey/","https://1.grgs.ro/images/products/1/6622/2030614/thumbnails/156-x509jb-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-4gb-ddr4-256gb-ssd-geforce-mx110-2gb-no-os-grey-f02307a639c40d194bfb3d58da867abe.jpg, https://2.grgs.ro/images/products/1/6622/2030614/normal/156-x509jb-fhd-procesor-intel-core-i3-1005g1-4m-cache-up-to-340-ghz-4gb-ddr4-256gb-ssd-geforce-mx110-2gb-no-os-grey-f02307a639c40d194bfb3d58da867abe.jpg 2x"
"1613204881-1642","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1004nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Black","4.799,00 RON","Nu este in stoc","13","https://www.pcgarage.ro/notebook-laptop/pagina13/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1004nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 4GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-dk1004nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-4gb-free-dos-black/","https://1.grgs.ro/images/products/1/6835/2062958/thumbnails/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg, https://3.grgs.ro/images/products/1/6835/2062958/normal/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg 2x"
"1613205007-3183","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1025nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Black","6.307,00 RON","Nu este in stoc","15","https://www.pcgarage.ro/notebook-laptop/pagina15/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1025nq, FHD IPS, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 1TB 7200 RPM + 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-black/","https://1.grgs.ro/images/products/1/6835/2055914/thumbnails/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg, https://5.grgs.ro/images/products/1/6835/2055914/normal/gaming-156-pavilion-15-dk1025nq-fhd-ips-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-1tb-7200-rpm-plus-512gb-ssd-geforce-gtx-1660-ti-975e9f8c570b2e8cc69701f5845f4d23.jpg 2x"
"1613205197-4477","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.2 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Chameleon Blue","4.298,99 RON","Stoc magazin suficient","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' IdeaPad 3 15ARH05, FHD IPS, Procesor AMD Ryzen™ 7 4800H (8M Cache, up to 4.2 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, Free DOS, Chameleon Blue","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-42-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-chameleon-blue/","https://2.grgs.ro/images/products/1/7193/2133782/thumbnails/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-42-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-chameleon-bl-cf37f54d3d528dda25370786016f6326.jpg, https://4.grgs.ro/images/products/1/7193/2133782/normal/gaming-156-ideapad-3-15arh05-fhd-ips-procesor-amd-ryzen-7-4800h-8m-cache-up-to-42-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-ti-4gb-free-dos-chameleon-bl-cf37f54d3d528dda25370786016f6326.jpg 2x"
"1613204934-2330","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMH05, FHD 240Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, No OS, Slate Grey","7.998,99 RON","Stoc magazin limitat","7","https://www.pcgarage.ro/notebook-laptop/pagina7/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMH05, FHD 240Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2060 6GB, No OS, Slate Grey","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-7-15imh05-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-slate-grey/","https://2.grgs.ro/images/products/1/7193/2064986/thumbnails/gaming-156-legion-7-15imh05-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-no-os-slate-grey-bb1f258e3d1e4e029deeaea577e13671.jpg, https://2.grgs.ro/images/products/1/7193/2064986/normal/gaming-156-legion-7-15imh05-fhd-240hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-no-os-slate-grey-bb1f258e3d1e4e029deeaea577e13671.jpg 2x"
"1613204826-986","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LWS, FHD 240Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 32GB DDR4, 2x 512GB SSD, GeForce RTX 2070 SUPER 8GB, No OS, Black","9.715,71 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ROG Strix G15 G512LWS, FHD 240Hz, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 32GB DDR4, 2x 512GB SSD, GeForce RTX 2070 SUPER 8GB, No OS, Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-rog-strix-g15-g512lws-fhd-240hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-2x-512gb-ssd-geforce-rtx-2070-super-8gb-no-os-black/","https://1.grgs.ro/images/products/1/2045418/2139010/thumbnails/gaming-156-rog-strix-g15-g512lw-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-b-5a18be5010d66c9d676b92fa75ec1904.jpg, https://2.grgs.ro/images/products/1/2045418/2139010/normal/gaming-156-rog-strix-g15-g512lw-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-win-10-home-b-5a18be5010d66c9d676b92fa75ec1904.jpg 2x"
